AgenteID,Nome,CPF,Data_Contratacao,Departamento,Turno,Supervisor,Telefone,Email,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao,Ativo,Data_Inicio_Vigente,Data_Fim_Vigente
1797,"Francesca Moreira",58349009402,2021-07-24,COMERCIAL,Revezamento,Raquel,"(901) 593-2134",francescamoreira@google.org,"2021-08-06 00:00:00","2025-09-21 00:00:00","Sybill Custodio","Leah Guedes",S,"2023-10-23 00:00:00","2025-04-28 00:00:00"
1798,"Kyla Cabral",43128151982,2020-01-27,RH,Parcial,Renata,"(138) 438-7914",kylacabral@yahoo.couk,"2021-07-26 00:00:00","2025-01-06 00:00:00","Abraham Cordeiro","Libby Freitas",N,"2022-08-28 00:00:00","2024-08-11 00:00:00"
1799,"Hyatt da Costa",98196988815,2022-04-25,FINANCEIRO,Revezamento,Claudio,"(883) 827-1432",hyattdacosta@hotmail.couk,"2024-04-13 00:00:00","2024-07-28 00:00:00","Mariam Matias","Brynne Ferraz",S,"2022-08-26 00:00:00","2025-05-29 00:00:00"
1800,"Wynter Garcia",91078793212,2024-07-15,RH,Noturno,Gilson,"(657) 695-4846",wyntergarcia7527@aol.edu,"2023-05-02 00:00:00","2025-03-29 00:00:00","Amaya dos Reis","Yeo Mendonca",N,"2022-10-18 00:00:00","2025-07-19 00:00:00"
1801,"Brock Chaves",22940545068,2020-11-02,COMERCIAL,Diurno,Raquel,"(886) 686-5966",brockchaves3037@yahoo.ca,"2023-06-23 00:00:00","2023-11-23 00:00:00","Quinn Almeida","Ahmed Evangelista",N,"2024-07-08 00:00:00","2024-05-06 00:00:00"
1802,"Brett Teodoro",53642509812,2023-08-26,MARKETING,Flexivel,Rodrigo,"(751) 532-2227",brettteodoro@protonmail.net,"2021-03-17 00:00:00","2024-11-24 00:00:00","Luke Leite","Nina Lima",N,"2021-01-10 00:00:00","2023-11-09 00:00:00"
1803,"Harper de Moraes",46036489241,2024-07-31,OPERACAO,Revezamento,Raquel,"(666) 567-4559",harperdemoraes3467@aol.couk,"2023-05-22 00:00:00","2024-10-13 00:00:00","Odessa Amaral","Timon Bispo",S,"2024-12-24 00:00:00","2024-01-30 00:00:00"
1804,"Knox Camargo",45831624835,2023-03-27,RH,Noturno,Rodrigo,"(895) 971-7675",knoxcamargo@hotmail.ca,"2024-03-07 00:00:00","2024-06-23 00:00:00","Neil Silveira","Bevis Nascimento",S,"2024-10-14 00:00:00","2025-03-22 00:00:00"
1805,"Cameran Aguiar",30352765392,2020-09-12,RH,Diurno,Renata,"(413) 634-8531",cameranaguiar971@outlook.couk,"2020-03-06 00:00:00","2025-03-16 00:00:00","Shad Leite","Dennis Queiroz",N,"2022-01-16 00:00:00","2025-01-23 00:00:00"
1806,"Mark Dias",36263869761,2022-02-10,OPERACAO,Parcial,Henrique,"(346) 202-4203",markdias@aol.couk,"2023-10-17 00:00:00","2024-02-08 00:00:00","Inez Matias","Zane Nogueira",S,"2020-08-31 00:00:00","2025-09-13 00:00:00"
1807,"Kay Gomes",47669201922,2022-05-02,OPERACAO,Noturno,Antonio,"(494) 871-7313",kaygomes@google.edu,"2020-03-22 00:00:00","2024-05-06 00:00:00","Myra da Rosa","Robin Miranda",N,"2024-07-05 00:00:00","2025-08-06 00:00:00"
1808,"Tallulah do Carmo",10710025133,2021-09-01,COMERCIAL,Revezamento,Claudio,"(315) 435-2845",tallulahdocarmo8923@outlook.org,"2020-09-25 00:00:00","2025-04-15 00:00:00","Isaac Leal","Rashad de Moura",S,"2021-09-30 00:00:00","2025-01-13 00:00:00"
1809,"Kellie de Abreu",29272137133,2024-03-16,MARKETING,Revezamento,Julia,"(578) 514-4353",kelliedeabreu5121@google.org,"2024-01-28 00:00:00","2025-01-15 00:00:00","Oliver Coutinho","Wade Feitosa",N,"2023-08-05 00:00:00","2025-04-04 00:00:00"
1810,"Indigo de Souza",43081093734,2024-03-19,COMERCIAL,Parcial,Julia,"(661) 753-2548",indigodesouza7461@aol.ca,"2021-10-07 00:00:00","2023-10-27 00:00:00","Caesar Guedes","Jasper Coelho",N,"2023-05-21 00:00:00","2024-03-16 00:00:00"
1811,"Leonard Peixoto",92538454022,2021-07-17,COMERCIAL,Revezamento,Claudio,"(241) 873-2428",leonardpeixoto3077@hotmail.couk,"2020-01-09 00:00:00","2025-07-29 00:00:00","Kane Rodrigues","Sasha Rezende",S,"2020-09-18 00:00:00","2024-05-01 00:00:00"
1812,"Mark Cabral",92306720413,2024-06-24,RH,Revezamento,Claudio,"(538) 683-2373",markcabral@outlook.com,"2020-11-10 00:00:00","2024-10-18 00:00:00","Desirae Bezerra","Ingrid Marques",N,"2024-11-28 00:00:00","2024-08-12 00:00:00"
1813,"Pearl Pinto",97786651574,2024-07-07,JURIDICO,Diurno,Claudio,"(787) 496-4062",pearlpinto@outlook.edu,"2021-09-02 00:00:00","2023-10-04 00:00:00","Victoria dos Santos","Bevis Pires",S,"2021-11-14 00:00:00","2024-07-31 00:00:00"
1814,"Portia Nogueira",94655783169,2020-10-23,TI,Flexivel,Antonio,"(413) 444-5556",portianogueira@protonmail.edu,"2020-08-04 00:00:00","2024-12-16 00:00:00","Basia Amorim","Akeem Amaral",S,"2023-03-13 00:00:00","2025-09-21 00:00:00"
1815,"Uriel Teodoro",29666967628,2020-10-15,FINANCEIRO,FimSemana,Gilson,"(735) 418-8826",urielteodoro6592@yahoo.org,"2022-05-18 00:00:00","2023-10-01 00:00:00","Shelby Machado","Iona Dutra",S,"2023-08-18 00:00:00","2024-05-26 00:00:00"
1816,"Brandon Fernandes",84763487205,2020-10-05,RH,Flexivel,Antonio,"(766) 833-6741",brandonfernandes@yahoo.net,"2024-01-29 00:00:00","2025-03-22 00:00:00","Isaiah Nogueira","Leandra Braz",S,"2020-11-13 00:00:00","2025-06-01 00:00:00"
1817,"Neville Vaz",80299798595,2024-08-11,OPERACAO,FimSemana,Rodrigo,"(536) 342-6151",nevillevaz@yahoo.couk,"2022-06-18 00:00:00","2025-01-06 00:00:00","Quin Nonato","Talon Garcia",S,"2023-10-16 00:00:00","2024-05-04 00:00:00"
1818,"Susan Lopes",21696783020,2021-06-09,OPERACAO,Flexivel,Raquel,"(582) 261-4684",susanlopes@hotmail.net,"2020-01-05 00:00:00","2023-10-07 00:00:00","Dara Paulino","Petra Inacio",S,"2021-06-10 00:00:00","2024-10-18 00:00:00"
1819,"Callum Custodio",69400257768,2023-01-30,OPERACAO,Revezamento,Antonio,"(442) 963-9446",callumcustodio@yahoo.net,"2020-06-02 00:00:00","2023-10-16 00:00:00","Tanya Gonzaga","Chandler Reis",N,"2021-06-20 00:00:00","2023-11-05 00:00:00"
1820,"Melyssa de Morais",78027733013,2023-06-12,JURIDICO,FimSemana,Renata,"(511) 750-9853",melyssademorais@icloud.edu,"2022-06-08 00:00:00","2024-04-08 00:00:00","Clarke Felix","Irene Guimaraes",S,"2021-01-18 00:00:00","2024-03-23 00:00:00"
1821,"Tad de Araujo",52552288887,2020-01-17,RH,FimSemana,Ana,"(473) 852-7773",taddearaujo@yahoo.edu,"2024-04-24 00:00:00","2025-01-04 00:00:00","Caryn Das Chagas","Candace de Sousa",S,"2021-02-15 00:00:00","2025-02-18 00:00:00"
1822,"Britanni Henrique",84986044222,2021-04-03,OPERACAO,FimSemana,Claudio,"(247) 476-5464",britannihenrique@aol.edu,"2020-03-21 00:00:00","2023-12-12 00:00:00","Alden Maia","Amos Reis",S,"2023-02-19 00:00:00","2025-03-16 00:00:00"
1823,"Perry Henrique",12478722361,2023-01-13,JURIDICO,Noturno,Claudio,"(881) 762-4575",perryhenrique@protonmail.couk,"2024-04-10 00:00:00","2024-07-20 00:00:00","Venus Rocha","Madeline Sampaio",N,"2024-07-27 00:00:00","2024-05-24 00:00:00"
1824,"Aphrodite Leal",12695414449,2023-02-19,COMERCIAL,FimSemana,Claudio,"(663) 381-2266",aphroditeleal@hotmail.net,"2023-06-05 00:00:00","2023-11-17 00:00:00","Harlan da Cruz","Sandra Bastos",N,"2022-08-31 00:00:00","2025-08-08 00:00:00"
1825,"Jordan Gomes",98485699685,2022-03-14,RH,Flexivel,Antonio,"(328) 476-6519",jordangomes@aol.ca,"2020-06-27 00:00:00","2024-06-29 00:00:00","Steven Duarte","Tashya Melo",N,"2020-09-23 00:00:00","2023-12-04 00:00:00"
1826,"Julian Souza",69615854033,2023-04-03,FINANCEIRO,Parcial,Henrique,"(548) 917-9438",juliansouza6495@outlook.ca,"2024-05-24 00:00:00","2024-06-11 00:00:00","Sandra Amaral","Rhea Garcia",N,"2021-01-03 00:00:00","2024-01-04 00:00:00"
1827,"Jorden Batista",51617853969,2024-09-17,RH,Flexivel,Gilson,"(226) 686-0884",jordenbatista9982@icloud.edu,"2021-10-18 00:00:00","2025-01-29 00:00:00","Heather Bispo","Unity Maia",N,"2023-04-26 00:00:00","2023-10-18 00:00:00"
1828,"Graiden Castro",96602233009,2021-01-16,RH,Flexivel,Claudio,"(159) 324-6572",graidencastro@protonmail.net,"2023-04-20 00:00:00","2025-07-12 00:00:00","Baxter Costa","Noah Felix",N,"2022-04-21 00:00:00","2025-07-01 00:00:00"
1829,"Axel Antunes",57763491008,2024-09-12,COMERCIAL,Revezamento,Raquel,"(552) 317-7896",axelantunes2020@protonmail.com,"2020-03-27 00:00:00","2024-06-16 00:00:00","Stephen do Carmo","Rinah Morais",N,"2021-03-02 00:00:00","2024-07-26 00:00:00"
1830,"Shelby Maia",69372272065,2022-08-05,COMERCIAL,Noturno,Ana,"(718) 156-6470",shelbymaia606@google.net,"2023-09-13 00:00:00","2024-01-13 00:00:00","Kasimir da Rosa","Mia da Conceiçao",N,"2022-02-13 00:00:00","2024-04-28 00:00:00"
1831,"Cadman Barreto",63083863891,2021-04-01,TI,FimSemana,Rodrigo,"(676) 460-0466",cadmanbarreto@outlook.com,"2022-08-13 00:00:00","2025-07-30 00:00:00","Benedict Gomes","Xander Campos",N,"2021-11-20 00:00:00","2024-12-29 00:00:00"
1832,"Hop de Assis",34646491074,2020-06-12,COMERCIAL,Diurno,Antonio,"(919) 783-1212",hopdeassis6769@hotmail.org,"2024-10-27 00:00:00","2023-09-30 00:00:00","Hope Faria","Joshua Guimaraes",N,"2020-09-03 00:00:00","2025-03-12 00:00:00"
1833,"Preston Galdino",49092560701,2020-09-23,FINANCEIRO,Flexivel,Raquel,"(262) 606-6215",prestongaldino@icloud.com,"2020-09-16 00:00:00","2024-07-06 00:00:00","Ruth de Brito","Samuel de Melo",N,"2023-10-25 00:00:00","2023-12-09 00:00:00"
1834,"Meredith Franco",23230618764,2024-07-20,RH,Revezamento,Rodrigo,"(937) 362-3578",meredithfranco2045@hotmail.ca,"2020-07-15 00:00:00","2024-06-04 00:00:00","Camden do Nascimento","Felix Vaz",N,"2020-12-11 00:00:00","2025-05-22 00:00:00"
1835,"Josephine Fonseca",56931531798,2021-04-23,FINANCEIRO,Noturno,Gilson,"(226) 423-6215",josephinefonseca@google.com,"2024-03-11 00:00:00","2024-09-23 00:00:00","Hedda Felix","Noelle Mendes",S,"2022-06-07 00:00:00","2024-05-07 00:00:00"
1836,"Blythe Aguiar",88278816277,2022-06-17,RH,Flexivel,Claudio,"(897) 288-9542",blytheaguiar4327@google.org,"2024-10-07 00:00:00","2024-02-12 00:00:00","Wendy Aguiar","Orlando Mota",N,"2021-01-09 00:00:00","2024-03-16 00:00:00"
1837,"Amethyst Moraes",96407821322,2022-06-03,FINANCEIRO,Flexivel,Julia,"(234) 781-7659",amethystmoraes@aol.couk,"2022-07-17 00:00:00","2024-10-27 00:00:00","Ora de Moraes","Ivor Diniz",N,"2022-10-24 00:00:00","2025-06-08 00:00:00"
1838,"Cassandra Dantas",98894080619,2024-03-31,COMERCIAL,Revezamento,Julia,"(585) 138-6431",cassandradantas8810@hotmail.com,"2024-01-09 00:00:00","2025-06-16 00:00:00","Seth Torres","Gabriel Amaral",S,"2020-06-15 00:00:00","2024-03-16 00:00:00"
1839,"Brianna Morais",66759176158,2023-10-23,RH,FimSemana,Claudio,"(619) 165-6881",briannamorais@hotmail.com,"2021-02-11 00:00:00","2024-12-21 00:00:00","Louis Muniz","Dalton Fagundes",S,"2023-12-12 00:00:00","2023-10-25 00:00:00"
1840,"Benjamin Fonseca",30515867060,2022-07-17,MARKETING,Diurno,Rodrigo,"(712) 533-3230",benjaminfonseca7506@hotmail.com,"2021-09-16 00:00:00","2024-05-16 00:00:00","Armand Dantas","Isabelle Muniz",S,"2020-01-14 00:00:00","2024-04-29 00:00:00"
1841,"Cheyenne Bastos",95866076832,2020-05-30,FINANCEIRO,Noturno,Gilson,"(565) 774-8064",cheyennebastos662@yahoo.net,"2020-02-01 00:00:00","2025-06-01 00:00:00","Marsden de Paula","Brynn dos Reis",S,"2023-12-29 00:00:00","2024-12-10 00:00:00"
1842,"Zeus de Azevedo",96761739244,2023-02-14,OPERACAO,Diurno,Renata,"(594) 672-1785",zeusdeazevedo@outlook.ca,"2021-12-01 00:00:00","2025-05-15 00:00:00","Dante Peixoto","Tatum Teles",S,"2023-03-04 00:00:00","2024-01-04 00:00:00"
1843,"Stuart Fernandes",71898943530,2020-09-26,RH,Flexivel,Rodrigo,"(378) 121-4443",stuartfernandes@hotmail.net,"2023-12-26 00:00:00","2025-03-25 00:00:00","Cecilia Almeida","Elton Moura",S,"2022-05-22 00:00:00","2025-07-16 00:00:00"
1844,"Brenden Martins",95169402776,2020-01-27,COMERCIAL,Parcial,Renata,"(702) 424-2825",brendenmartins5680@aol.ca,"2020-09-11 00:00:00","2025-01-24 00:00:00","Kirby Barros","Malcolm Braz",N,"2023-10-06 00:00:00","2024-02-06 00:00:00"
1845,"Maile Bezerra",43102322818,2020-02-26,RH,Revezamento,Rodrigo,"(515) 716-8211",mailebezerra3086@hotmail.com,"2024-01-14 00:00:00","2025-03-13 00:00:00","Giacomo Souza","Calvin da Rosa",N,"2023-08-16 00:00:00","2024-12-25 00:00:00"
1846,"Marshall do Carmo",51174417310,2023-08-29,JURIDICO,FimSemana,Henrique,"(116) 499-8908",marshalldocarmo@google.edu,"2023-03-02 00:00:00","2025-09-21 00:00:00","Teegan de Andrade","Carlos de Matos",S,"2024-05-07 00:00:00","2025-09-06 00:00:00"
1847,"Belle Paiva",93935415678,2023-09-16,FINANCEIRO,FimSemana,Ana,"(385) 386-5357",bellepaiva2123@aol.couk,"2021-03-10 00:00:00","2024-11-01 00:00:00","Dacey Barreto","Desiree Brandao",N,"2023-03-23 00:00:00","2024-05-03 00:00:00"
1848,"Holmes Freitas",99206896531,2020-03-11,TI,Noturno,Julia,"(401) 154-3788",holmesfreitas@protonmail.org,"2023-04-15 00:00:00","2024-11-10 00:00:00","Arden Nascimento","Hayden de Oliveira",N,"2024-12-07 00:00:00","2023-11-05 00:00:00"
1849,"Lewis Pacheco",65652828177,2021-02-26,COMERCIAL,Parcial,Raquel,"(361) 882-4295",lewispacheco6595@google.edu,"2021-03-16 00:00:00","2024-06-25 00:00:00","Bernard Chaves","Melyssa Barreto",N,"2023-10-15 00:00:00","2025-07-21 00:00:00"
1850,"Kermit Rocha",52271454307,2024-06-29,RH,FimSemana,Renata,"(177) 751-3503",kermitrocha6153@google.net,"2021-06-23 00:00:00","2025-09-25 00:00:00","Chancellor Das Chagas","Reed Azevedo",S,"2023-01-13 00:00:00","2024-09-24 00:00:00"
1851,"Orla Dutra",35357031975,2024-01-22,COMERCIAL,Flexivel,Rodrigo,"(422) 628-4173",orladutra@aol.net,"2024-02-18 00:00:00","2025-04-18 00:00:00","Miriam Medeiros","Chaim Bezerra",S,"2020-08-08 00:00:00","2025-08-28 00:00:00"
1852,"Porter Pereira",19050772743,2021-06-17,COMERCIAL,FimSemana,Gilson,"(322) 444-0983",porterpereira6365@aol.edu,"2023-08-23 00:00:00","2025-06-10 00:00:00","Ingrid Costa","Nita Felix",S,"2024-12-11 00:00:00","2024-06-02 00:00:00"
1853,"Herrod de Brito",50079038443,2021-02-18,OPERACAO,Revezamento,Ana,"(558) 606-8547",herroddebrito@google.ca,"2022-06-03 00:00:00","2025-08-09 00:00:00","Rigel Galdino","Lacey Galdino",N,"2024-10-01 00:00:00","2024-10-31 00:00:00"
1854,"Pearl Xavier",58173449004,2020-03-29,FINANCEIRO,Parcial,Antonio,"(454) 335-6759",pearlxavier8249@protonmail.couk,"2023-01-01 00:00:00","2024-12-26 00:00:00","Zachary Costa","Lucy Oliveira",N,"2021-10-21 00:00:00","2024-12-13 00:00:00"
1855,"Ivory Trindade",20815641973,2021-06-12,COMERCIAL,Noturno,Henrique,"(408) 838-6722",ivorytrindade2814@hotmail.couk,"2024-12-21 00:00:00","2025-05-22 00:00:00","Dominique Coelho","Coby de Jesus",S,"2024-01-13 00:00:00","2025-08-09 00:00:00"
1856,"Clayton Castro",74841010183,2022-04-27,OPERACAO,FimSemana,Renata,"(858) 260-9813",claytoncastro@aol.ca,"2021-06-01 00:00:00","2025-03-10 00:00:00","Meredith Custodio","Clayton Bezerra",S,"2021-12-27 00:00:00","2023-11-10 00:00:00"
1857,"Ronan do Carmo",89260481031,2022-09-12,OPERACAO,Revezamento,Gilson,"(852) 765-9593",ronandocarmo345@aol.net,"2024-09-01 00:00:00","2024-12-30 00:00:00","Scarlett Queiroz","Arthur Carneiro",N,"2020-07-30 00:00:00","2024-01-16 00:00:00"
1858,"Abbot Carvalho",86770782010,2022-06-24,JURIDICO,Diurno,Rodrigo,"(321) 864-1642",abbotcarvalho2634@protonmail.org,"2020-05-02 00:00:00","2024-06-02 00:00:00","Keely de Jesus","Robin Silveira",S,"2022-07-06 00:00:00","2025-06-12 00:00:00"
1859,"Jared Viana",99259439692,2024-09-03,RH,FimSemana,Julia,"(154) 374-0922",jaredviana@protonmail.org,"2021-02-20 00:00:00","2024-09-25 00:00:00","Alisa Furtado","Camden Mendonca",N,"2024-07-09 00:00:00","2025-01-15 00:00:00"
1860,"Karen Maciel",11018468516,2021-06-18,JURIDICO,Flexivel,Claudio,"(557) 677-5765",karenmaciel@aol.edu,"2024-03-08 00:00:00","2023-10-25 00:00:00","Petra Azevedo","Riley Bastos",N,"2021-10-03 00:00:00","2025-03-13 00:00:00"
1861,"Berk Bento",54650588631,2023-07-22,COMERCIAL,Revezamento,Rodrigo,"(856) 842-4578",berkbento@outlook.com,"2020-02-06 00:00:00","2025-08-12 00:00:00","Shelby de Castro","Elvis Barboza",N,"2024-05-30 00:00:00","2025-02-26 00:00:00"
1862,"Barrett Teodoro",44804935557,2023-03-25,FINANCEIRO,FimSemana,Antonio,"(880) 657-6116",barrettteodoro@outlook.com,"2021-10-03 00:00:00","2025-05-27 00:00:00","Nyssa Rodrigues","William Maia",S,"2024-01-16 00:00:00","2024-12-20 00:00:00"
1863,"Harrison de Jesus",75335947073,2020-10-23,TI,FimSemana,Henrique,"(615) 351-3656",harrisondejesus3775@protonmail.couk,"2020-01-29 00:00:00","2025-08-25 00:00:00","Walter Inacio","Keith Pinto",S,"2020-11-28 00:00:00","2023-12-14 00:00:00"
1864,"Nathan Bueno",35832779634,2023-11-06,TI,Flexivel,Claudio,"(403) 636-3575",nathanbueno2469@google.edu,"2022-09-01 00:00:00","2024-01-31 00:00:00","Paki do Nascimento","Daria Maciel",N,"2024-08-23 00:00:00","2024-12-24 00:00:00"
1865,"Jameson Borges",17890875476,2024-03-16,FINANCEIRO,FimSemana,Gilson,"(667) 365-1767",jamesonborges@outlook.edu,"2024-11-18 00:00:00","2024-05-13 00:00:00","Cameron Mariano","Susan Fagundes",S,"2022-06-25 00:00:00","2024-01-23 00:00:00"
1866,"Aretha Vasconcelos",61283383692,2020-03-10,RH,FimSemana,Ana,"(881) 495-8823",arethavasconcelos@google.org,"2021-10-13 00:00:00","2025-07-20 00:00:00","Sade Rocha","Charissa de Lourdes",N,"2023-05-24 00:00:00","2024-08-09 00:00:00"
1867,"Alea dos Reis",12666303525,2022-11-16,FINANCEIRO,Revezamento,Antonio,"(655) 539-4043",aleadosreis8944@protonmail.ca,"2024-04-30 00:00:00","2025-09-24 00:00:00","Avram da Costa","Ciaran Cavalcante",N,"2020-03-13 00:00:00","2025-06-14 00:00:00"
1868,"Georgia Amorim",99023980828,2023-02-12,OPERACAO,Parcial,Rodrigo,"(136) 983-1053",georgiaamorim@aol.ca,"2020-09-27 00:00:00","2025-03-08 00:00:00","Rana Xavier","Wynne Ferraz",N,"2023-09-04 00:00:00","2023-11-26 00:00:00"
1869,"Arthur Marinho",31964832449,2022-02-12,TI,Revezamento,Rodrigo,"(206) 255-2520",arthurmarinho@protonmail.org,"2021-12-06 00:00:00","2024-04-10 00:00:00","Beverly Moreira","Porter Costa",N,"2021-08-26 00:00:00","2025-02-02 00:00:00"
1870,"Benedict Rosa",44938933408,2022-01-13,RH,Noturno,Ana,"(310) 249-2210",benedictrosa@outlook.couk,"2020-04-20 00:00:00","2025-03-06 00:00:00","Kai da Rocha","Jolene Castro",N,"2022-11-25 00:00:00","2025-01-31 00:00:00"
1871,"Lucius dos Santos",74981876705,2022-10-12,OPERACAO,Noturno,Rodrigo,"(829) 418-3026",luciusdossantos4651@google.net,"2020-07-18 00:00:00","2024-06-05 00:00:00","Yuli Firmino","Lara do Carmo",N,"2023-04-15 00:00:00","2023-12-04 00:00:00"
1872,"Cherokee Lemos",13242338183,2023-12-25,FINANCEIRO,Parcial,Julia,"(278) 316-6327",cherokeelemos@yahoo.edu,"2022-02-11 00:00:00","2024-06-05 00:00:00","Nehru Bezerra","Velma Sántos",N,"2024-09-21 00:00:00","2025-07-23 00:00:00"
1873,"Fritz Araujo",85560814882,2020-12-28,RH,Noturno,Antonio,"(310) 759-0781",fritzaraujo@hotmail.org,"2023-06-17 00:00:00","2024-03-10 00:00:00","Rebekah Diniz","Beverly da Rosa",S,"2021-01-06 00:00:00","2025-02-07 00:00:00"
1874,"Christine Pereira",12908285354,2020-06-27,OPERACAO,Parcial,Rodrigo,"(303) 263-7108",christinepereira8303@yahoo.couk,"2024-10-10 00:00:00","2024-12-14 00:00:00","Carolyn Vaz","Sonia Pires",S,"2024-01-26 00:00:00","2024-08-03 00:00:00"
1875,"Ross de Almeida",52214350535,2022-06-14,RH,Flexivel,Renata,"(645) 148-1134",rossdealmeida@protonmail.ca,"2023-05-22 00:00:00","2024-02-22 00:00:00","Alika Araujo","Eleanor Ramos",S,"2023-03-11 00:00:00","2025-04-14 00:00:00"
1876,"Patricia de Almeida",17545873589,2021-12-05,RH,FimSemana,Raquel,"(489) 626-2773",patriciadealmeida286@hotmail.net,"2021-01-22 00:00:00","2025-05-06 00:00:00","Yardley Nascimento","Felix Machado",S,"2023-03-01 00:00:00","2025-08-01 00:00:00"
1877,"Keely Simoes",63117201095,2021-06-27,RH,Noturno,Julia,"(774) 757-5462",keelysimoes@aol.couk,"2020-05-18 00:00:00","2024-11-21 00:00:00","Dennis de Carvalho","Regan Leite",N,"2020-05-23 00:00:00","2024-02-14 00:00:00"
1878,"Odessa Magalhaes",70321627229,2022-06-05,TI,Revezamento,Rodrigo,"(221) 574-7364",odessamagalhaes7480@icloud.edu,"2024-02-23 00:00:00","2024-03-16 00:00:00","Adrian Evangelista","Laura Henrique",N,"2024-10-24 00:00:00","2023-11-02 00:00:00"
1879,"Tucker Queiroz",98889777375,2022-10-27,TI,Noturno,Raquel,"(188) 923-3064",tuckerqueiroz@outlook.org,"2020-07-10 00:00:00","2025-04-01 00:00:00","Jayme Matias","Jeremy Gonçalves",S,"2021-11-19 00:00:00","2024-09-08 00:00:00"
1880,"Garth Menezes",24948900249,2020-04-25,TI,Revezamento,Raquel,"(264) 345-7852",garthmenezes@icloud.net,"2023-10-22 00:00:00","2025-07-11 00:00:00","Walter Braga","Danielle de Santana",N,"2024-09-02 00:00:00","2024-07-14 00:00:00"
1881,"Aurelia Cunha",83564678726,2020-02-08,RH,Parcial,Rodrigo,"(517) 487-6222",aureliacunha@icloud.edu,"2023-02-16 00:00:00","2025-04-14 00:00:00","Berk Inacio","Kuame Mendonca",N,"2023-04-18 00:00:00","2025-05-25 00:00:00"
1882,"Hop de Lima",85887859524,2021-07-19,JURIDICO,FimSemana,Renata,"(433) 413-2732",hopdelima484@aol.edu,"2022-01-15 00:00:00","2024-03-03 00:00:00","Hoyt Santana","Wyoming de Assis",S,"2021-09-27 00:00:00","2025-03-04 00:00:00"
1883,"Declan Magalhaes",43815922271,2024-03-30,OPERACAO,Parcial,Henrique,"(848) 796-6928",declanmagalhaes2997@icloud.ca,"2024-06-24 00:00:00","2024-12-08 00:00:00","Gabriel Sántos","Mannix de Azevedo",N,"2024-08-10 00:00:00","2024-05-16 00:00:00"
1884,"Daphne Custodio",43643000326,2021-02-07,RH,Flexivel,Rodrigo,"(915) 421-7106",daphnecustodio@icloud.com,"2022-10-14 00:00:00","2024-04-16 00:00:00","Orli da Cruz","Kane Camargo",S,"2022-02-19 00:00:00","2024-08-02 00:00:00"
1885,"Kelly Domingues",95630162886,2021-10-01,OPERACAO,FimSemana,Gilson,"(733) 771-7371",kellydomingues@outlook.org,"2020-10-22 00:00:00","2024-01-16 00:00:00","Phillip da Rocha","Wendy Reis",N,"2022-02-06 00:00:00","2025-02-25 00:00:00"
1886,"Chastity Guimaraes",24804866677,2021-05-01,OPERACAO,FimSemana,Antonio,"(550) 577-7789",chastityguimaraes2934@google.ca,"2023-04-02 00:00:00","2024-03-09 00:00:00","Duncan Bento","Amy Teixeira",S,"2020-09-29 00:00:00","2024-04-12 00:00:00"
1887,"Mallory Marinho",61064938973,2020-11-07,RH,FimSemana,Raquel,"(248) 938-6425",mallorymarinho6140@google.couk,"2024-11-21 00:00:00","2024-07-01 00:00:00","Adrienne Aparecido","Wilma Antunes",S,"2023-01-24 00:00:00","2024-07-10 00:00:00"
1888,"Tatyana Ferreira",47316906886,2023-04-28,TI,FimSemana,Ana,"(227) 228-6718",tatyanaferreira@protonmail.com,"2023-11-20 00:00:00","2024-05-17 00:00:00","Kevin Farias","Deanna Furtado",N,"2023-06-01 00:00:00","2025-05-28 00:00:00"
1889,"Irma Barreto",53776918383,2021-12-12,TI,FimSemana,Antonio,"(572) 617-0505",irmabarreto@hotmail.edu,"2021-11-11 00:00:00","2024-05-22 00:00:00","Ciaran Costa","April Vasconcelos",N,"2024-09-23 00:00:00","2025-08-09 00:00:00"
1890,"Asher Candido",74265530872,2024-06-10,OPERACAO,Diurno,Claudio,"(573) 760-1981",ashercandido@protonmail.ca,"2022-10-22 00:00:00","2024-06-29 00:00:00","Jeremy Figueiredo","Oliver Domingos",S,"2021-09-18 00:00:00","2025-04-19 00:00:00"
1891,"Jonah Marques",58136846236,2021-03-13,TI,Noturno,Renata,"(718) 743-7875",jonahmarques@aol.net,"2022-01-05 00:00:00","2025-08-20 00:00:00","Zephania Candido","Dorian Cordeiro",N,"2023-11-24 00:00:00","2023-11-01 00:00:00"
1892,"Demetrius Pires",89096271794,2021-11-19,RH,Flexivel,Raquel,"(324) 222-8767",demetriuspires@google.org,"2020-08-18 00:00:00","2024-05-19 00:00:00","Odessa da Silveira","Deacon Carneiro",N,"2020-01-14 00:00:00","2024-09-15 00:00:00"
1893,"Reagan Magalhaes",92014350351,2022-06-29,JURIDICO,FimSemana,Antonio,"(634) 455-3126",reaganmagalhaes@protonmail.ca,"2024-08-30 00:00:00","2024-12-29 00:00:00","Amir Paulino","Emi Guimaraes",S,"2022-12-17 00:00:00","2024-05-30 00:00:00"
1894,"Aurora de Paula",15330804863,2021-08-14,TI,Noturno,Gilson,"(916) 709-2585",auroradepaula@yahoo.ca,"2022-12-24 00:00:00","2024-04-16 00:00:00","Linus dos Anjos","Ebony de Souza",N,"2021-04-01 00:00:00","2025-07-28 00:00:00"
